event_id,user_id,known_device,location_deviation,failed_login_count,recent_password_reset,mfa_verified,phone_change_frequency,login_time_deviation,trust_score,label
E008123,S0151,1,0.2853,0,1,1,1,0.3925,41,1
E008124,S0264,0,0.1567,0,0,1,0,0.597,73,1
E008125,S0156,0,0.4183,2,0,1,4,0.3577,44,1
E008126,S0781,1,0.1396,0,0,1,0,0.02,73,0
E008127,S0197,0,0.7674,0,0,0,5,0.6325,41,1
E008128,S0247,0,0.8483,3,1,1,7,0.7688,25,1
E008129,S1033,0,0.4745,3,0,0,0,0.5179,42,1
E008130,S1992,1,0.0697,0,1,1,0,0.0923,98,0
E008131,S1709,0,0.0043,0,0,1,0,0.0857,68,0
E008132,S1230,1,0.0772,0,0,1,0,0.0487,69,1
E008133,S1140,1,0.109,0,0,0,0,0.7711,75,0
E008134,S2344,0,0.2832,1,0,1,0,0.3629,84,0
E008135,S0527,0,0.2777,0,0,1,0,0.0678,46,0
E008136,S2745,0,0.0811,0,0,1,0,0.0704,63,0
E008137,S1861,1,0.0077,0,0,1,0,0.0589,78,0
E008138,S1082,1,0.438,1,0,1,0,0.7341,54,1
E008139,S0264,0,0.2408,0,0,1,0,0.2692,24,1
E008140,S0703,1,0.0799,0,0,1,0,0.1453,78,0
E008141,S2167,1,0.0898,0,0,1,0,0.0477,82,0
E008142,S0012,1,0.2602,0,0,1,3,0.6198,45,1
E008143,S3119,1,0.03,0,0,1,0,0.0961,87,0
E008144,S0405,1,0.2257,0,0,1,0,0.0579,85,0
E008145,S0208,0,0.8598,4,1,1,3,0.3336,27,1
E008146,S3556,1,0.0936,2,1,1,0,0.1767,57,0
E008147,S3326,1,0.7349,0,1,1,3,0.5509,27,0
E008148,S3835,0,0.265,2,0,0,1,0.62,30,1
E008149,S0266,1,0.1038,1,0,1,0,0.1066,63,1
E008150,S0115,1,0.0117,0,0,1,0,0.1791,78,0
E008151,S2443,1,0.0933,0,0,1,0,0.068,64,0
E008152,S3582,0,0.1921,0,0,1,1,0.0239,84,0
E008153,S1716,1,0.0404,1,0,1,1,0.0802,74,0
E008154,S0132,0,0.5667,2,1,0,0,0.8036,15,1
E008155,S3435,1,0.0791,1,0,1,1,0.0316,90,0
E008156,S3573,1,0.0701,0,1,1,0,0.1663,40,0
E008157,S2003,0,0.4602,0,0,1,2,0.2723,89,0
E008158,S1654,1,0.0901,1,1,1,0,0.1774,72,0
E008159,S1342,1,0.0839,0,0,1,1,0.0466,94,0
E008160,S1396,0,0.1785,1,0,1,0,0.1306,73,0
E008161,S0319,1,0.1321,0,1,1,0,0.2917,89,0
E008162,S1529,0,0.2531,0,0,0,1,0.5171,58,1
E008163,S0080,1,0.2203,1,0,1,0,0.5043,79,1
E008164,S0112,0,0.3952,1,1,1,4,0.2761,50,0
E008165,S0075,0,0.6972,0,0,0,1,0.6629,47,0
E008166,S3441,0,0.4041,0,0,1,0,0.2239,70,0
E008167,S2160,1,0.7113,3,0,1,0,0.6164,65,1
E008168,S1105,1,0.1477,0,0,1,0,0.1094,72,0
E008169,S1579,1,0.3827,0,0,1,0,0.2888,57,0
E008170,S2326,0,0.6998,0,1,0,1,0.7534,53,1
E008171,S0134,1,0.0263,0,0,1,0,0.5273,87,0
E008172,S1238,0,0.3317,3,0,1,1,0.679,53,1
E008173,S0771,1,0.0343,0,1,1,0,0.0524,64,0
E008174,S1906,0,0.1287,0,0,1,0,0.1134,76,1
E008175,S3474,1,0.0837,0,0,1,0,0.0151,78,0
E008176,S2819,0,0.0321,0,0,1,0,0.1008,46,0
E008177,S0107,0,0.1013,0,0,1,0,0.0849,66,0
E008178,S1524,1,0.0499,0,0,1,0,0.1379,87,0
E008179,S3588,0,0.6871,0,1,1,2,0.443,37,0
E008180,S2946,0,0.5643,1,1,0,2,0.5714,21,1
E008181,S2176,1,0.097,0,0,1,0,0.5599,89,0
E008182,S2711,1,0.1831,1,1,1,0,0.2107,83,0
E008183,S1024,0,0.1265,0,0,1,0,0.0395,78,0
E008184,S0415,1,0.102,0,0,1,0,0.018,91,0
E008185,S1585,0,0.4652,0,0,1,1,0.5465,97,1
E008186,S0923,0,0.5725,0,0,1,0,0.5431,73,1
E008187,S3566,0,0.3656,0,0,1,1,0.4966,56,0
E008188,S2194,0,0.7565,0,0,1,1,0.7572,43,1
E008189,S2140,1,0.0587,0,0,1,0,0.1492,90,0
E008190,S0285,0,0.4488,2,1,1,2,0.4456,50,1
E008191,S0715,0,0.5801,0,0,1,0,0.2796,94,0
E008192,S3575,1,0.2499,0,0,1,0,0.3447,69,0
E008193,S0104,0,0.6142,4,0,1,4,0.4176,22,1
E008194,S3258,1,0.0736,0,0,1,0,0.0796,94,0
E008195,S0799,0,0.4406,3,0,0,0,0.6212,17,1
E008196,S3022,1,0.1062,0,0,1,0,0.1137,74,1
E008197,S2832,1,0.0872,0,0,1,0,0.0561,86,0
E008198,S0529,1,0.0033,1,0,1,0,0.0522,80,0
E008199,S3918,0,0.5754,3,1,1,1,0.6628,41,1
E008200,S0283,1,0.1093,1,0,1,0,0.0308,80,0
E008201,S3506,1,0.0982,2,1,1,0,0.1405,83,0
E008202,S0183,0,0.6224,3,1,0,3,0.7905,36,1
E008203,S2307,1,0.0488,0,0,1,0,0.1639,82,0
E008204,S1298,1,0.0556,0,0,1,0,0.0064,74,0
E008205,S0240,0,0.3405,1,0,1,4,0.2318,59,1
E008206,S1162,0,0.0166,0,0,1,0,0.0394,74,0
E008207,S0402,0,0.1461,0,1,1,0,0.2568,75,0
E008208,S0224,0,0.5329,8,1,0,0,0.6632,0,1
E008209,S0483,1,0.3107,0,1,1,1,0.3403,34,1
E008210,S2498,0,0.1293,0,0,0,0,0.1149,60,0
E008211,S0265,0,0.4986,0,0,1,0,0.4198,71,0
E008212,S3226,0,0.0342,0,0,1,0,0.0485,65,0
E008213,S0159,1,0.168,0,0,0,2,0.3414,48,1
E008214,S1110,0,0.0547,4,1,1,0,0.7865,97,1
E008215,S1686,1,0.0738,0,0,1,0,0.2324,70,0
E008216,S1863,1,0.1532,0,0,1,0,0.0823,81,0
E008217,S3810,0,0.2397,0,0,1,0,0.4913,50,0
E008218,S1523,1,0.0742,0,0,1,0,0.3847,73,1
E008219,S1508,1,0.0456,0,0,1,0,0.1402,78,0
E008220,S1066,1,0.0407,0,0,1,1,0.1139,91,0
E008221,S2281,0,0.1625,0,1,1,1,0.3484,47,0
E008222,S2114,1,0.6917,2,1,1,1,0.2672,64,0
E008223,S3674,1,0.0272,0,0,1,0,0.0509,100,0
E008224,S0226,0,0.1029,0,1,1,0,0.172,64,0
E008225,S0888,1,0.0541,0,0,1,0,0.2908,90,0
E008226,S1057,1,0.0525,1,0,0,0,0.7038,73,0
E008227,S2836,1,0.3894,2,0,0,1,0.272,8,0
E008228,S0284,0,0.1169,0,0,1,0,0.1151,58,0
E008229,S3195,1,0.307,0,1,0,1,0.0461,59,0
E008230,S0338,1,0.2181,0,0,1,0,0.1024,75,0
E008231,S0035,1,0.312,0,0,1,3,0.3699,29,1
E008232,S0056,0,0.754,0,0,0,0,0.2126,40,1
E008233,S2893,0,0.1208,0,0,1,0,0.0107,84,0
E008234,S0062,0,0.4746,4,1,0,6,0.1332,55,1
E008235,S1961,0,0.1628,0,0,1,0,0.0431,65,0
E008236,S3225,1,0.0602,0,0,1,0,0.0622,70,0
E008237,S3560,0,0.4967,1,0,0,0,0.4445,40,1
E008238,S1352,1,0.0224,0,0,1,0,0.111,98,0
E008239,S0153,1,0.1619,0,0,1,0,0.0706,69,0
E008240,S0114,0,0.4891,1,0,1,2,0.1961,19,1
E008241,S1514,1,0.0672,1,1,0,0,0.0737,77,1
E008242,S1057,0,0.0881,0,0,1,0,0.1015,75,0
E008243,S3546,1,0.1972,1,1,1,0,0.0767,68,1
E008244,S0011,0,0.7438,4,1,1,3,0.7523,0,1
E008245,S2460,0,0.1585,0,0,1,0,0.0545,60,0
E008246,S1920,0,0.4649,1,0,1,1,0.8027,51,1
E008247,S4191,0,0.1634,0,1,1,0,0.1469,42,0
E008248,S0617,1,0.0801,0,0,1,0,0.0886,74,0
E008249,S3499,1,0.0396,0,1,1,0,0.0711,62,0
E008250,S2106,1,0.1459,0,0,1,0,0.0376,78,0
E008251,S1558,1,0.023,0,0,1,0,0.742,70,0
E008252,S1372,0,0.4301,1,0,0,0,0.7064,9,1
E008253,S3901,1,0.0671,0,0,1,0,0.0676,85,0
E008254,S3002,1,0.1973,0,0,1,0,0.0263,67,0
E008255,S3533,0,0.1084,0,0,1,0,0.0134,60,0
E008256,S2439,1,0.0222,0,0,1,0,0.1799,85,0
E008257,S0353,1,0.0887,0,0,1,0,0.0396,76,0
E008258,S2189,1,0.037,0,0,1,0,0.0286,74,0
E008259,S0168,0,0.8591,1,1,0,3,0.7526,16,1
E008260,S1166,1,0.0976,0,1,1,0,0.3859,51,0
E008261,S2450,1,0.2046,0,0,1,0,0.052,65,0
E008262,S0950,1,0.0878,1,0,1,0,0.0873,80,0
E008263,S0294,0,0.485,3,1,0,6,0.4962,36,1
E008264,S0132,1,0.1423,1,0,0,5,0.2206,82,1
E008265,S1390,0,0.0514,0,0,1,0,0.0372,60,0
E008266,S1477,1,0.0654,0,0,1,0,0.1477,98,0
E008267,S3434,0,0.1,0,0,1,0,0.0302,60,0
E008268,S0555,1,0.0884,0,0,1,0,0.1604,80,0
E008269,S2912,1,0.0483,0,1,1,0,0.0487,77,0
E008270,S0063,1,0.3708,0,0,1,5,0.5442,35,1
E008271,S1807,0,0.6628,3,0,1,0,0.3839,52,1
E008272,S0153,0,0.5792,5,0,0,6,0.3214,0,1
E008273,S0139,1,0.0412,0,0,1,0,0.0397,76,0
E008274,S0221,1,0.0214,1,0,1,0,0.0376,81,0
E008275,S3076,1,0.0235,1,0,1,0,0.5231,80,0
E008276,S1268,1,0.128,0,0,1,0,0.0495,92,0
E008277,S3886,1,0.0714,0,0,1,0,0.1179,93,0
E008278,S3527,1,0.0242,0,1,1,0,0.3572,89,0
E008279,S3050,1,0.0183,0,0,1,0,0.3429,64,0
E008280,S3950,0,0.6336,1,1,1,0,0.7867,28,1
E008281,S0024,0,0.8648,3,1,0,2,0.9058,5,1
E008282,S0290,1,0.5678,0,1,1,1,0.2973,46,1
E008283,S1833,1,0.061,2,1,1,0,0.3024,73,1
E008284,S4141,1,0.2108,0,0,1,0,0.5444,62,0
E008285,S0102,0,0.1171,0,0,1,0,0.1366,82,0
E008286,S0521,1,0.1429,0,0,1,0,0.2762,55,0
E008287,S3876,0,0.0188,0,0,1,0,0.0894,70,0
E008288,S3134,1,0.075,1,0,1,0,0.093,81,0
E008289,S4199,1,0.1976,1,0,1,0,0.1964,69,0
E008290,S3665,1,0.0313,0,0,1,0,0.0744,62,0
E008291,S3664,0,0.1889,0,0,1,1,0.7262,58,1
E008292,S2741,0,0.5292,1,0,1,0,0.151,73,0
E008293,S1964,0,0.1482,0,0,1,0,0.2135,59,0
E008294,S3416,1,0.0925,0,0,1,0,0.0535,87,0
E008295,S1511,1,0.3128,0,0,1,1,0.4719,33,0
E008296,S2846,0,0.5451,0,0,1,0,0.4207,70,0
E008297,S2675,1,0.0192,1,0,1,0,0.4795,92,0
E008298,S2603,1,0.2325,0,0,1,0,0.0148,91,0
E008299,S0583,1,0.2887,0,0,1,0,0.0428,71,0
E008300,S3119,0,0.3498,1,0,0,1,0.2707,78,1
E008301,S2650,0,0.0242,1,0,1,0,0.1259,47,0
E008302,S1799,1,0.0638,0,0,1,0,0.0995,86,0
E008303,S1225,1,0.4714,0,1,1,0,0.6432,45,1
E008304,S1671,0,0.2007,0,0,1,0,0.1167,83,0
E008305,S1616,0,0.5808,3,1,0,0,0.524,28,1
E008306,S0466,1,0.0192,0,0,1,0,0.6907,78,0
E008307,S1118,1,0.0359,0,0,1,0,0.0957,80,0
E008308,S4066,1,0.144,0,0,1,0,0.1014,68,0
E008309,S1092,0,0.8285,2,0,1,1,0.6932,10,1
E008310,S0338,1,0.1197,0,0,1,0,0.0607,97,0
E008311,S0717,0,0.0939,2,0,1,0,0.3778,68,0
E008312,S4159,1,0.1073,0,0,1,0,0.1317,85,0
E008313,S3387,1,0.1022,0,0,1,0,0.1455,73,0
E008314,S0291,1,0.0899,1,1,1,0,0.3683,62,0
E008315,S0114,0,0.6951,4,0,0,3,0.6027,22,0
E008316,S3889,0,0.3301,0,1,1,0,0.3869,82,0
E008317,S0842,0,0.5949,0,0,1,0,0.3546,59,1
E008318,S1629,1,0.5715,0,1,1,0,0.4367,81,0
E008319,S2791,1,0.808,4,0,0,0,0.652,46,1
E008320,S3950,1,0.2072,0,0,1,0,0.2253,81,1
E008321,S3717,0,0.6264,2,0,1,0,0.7748,29,1
E008322,S2464,1,0.1011,0,0,1,0,0.0487,77,0
E008323,S2709,1,0.0456,0,0,1,0,0.0084,100,0
E008324,S0265,0,0.6817,2,1,0,2,0.7302,19,1
E008325,S2458,0,0.7739,0,1,1,1,0.5324,63,1
E008326,S0363,1,0.0238,0,0,1,0,0.0657,82,0
E008327,S4173,0,0.6147,0,0,1,1,0.6636,33,1
E008328,S3073,1,0.0547,0,0,1,0,0.0921,69,0
E008329,S0288,1,0.6277,0,0,0,4,0.4363,62,1
E008330,S2570,1,0.2288,0,0,1,0,0.0982,57,0
E008331,S4076,1,0.2621,0,0,1,0,0.2441,76,0
E008332,S1984,1,0.1073,0,1,1,0,0.1858,61,1
E008333,S2593,1,0.1997,0,1,1,0,0.1445,79,0
E008334,S2365,1,0.6098,0,0,1,0,0.2715,43,1
E008335,S4045,1,0.1515,0,0,1,0,0.0843,92,0
E008336,S0926,0,0.1563,0,0,1,0,0.0151,69,0
E008337,S0912,1,0.5808,1,0,0,0,0.2131,46,1
E008338,S2669,1,0.0837,0,1,1,0,0.1846,67,0
E008339,S1990,0,0.0604,0,0,1,0,0.3325,96,0
E008340,S2223,1,0.1155,0,1,1,0,0.1839,98,0
E008341,S1805,1,0.0376,0,1,1,0,0.0781,100,0
E008342,S0227,0,0.3495,4,1,0,1,0.7911,21,1
E008343,S1167,1,0.5524,0,1,0,0,0.4712,61,1
E008344,S3487,1,0.0796,0,0,1,0,0.1056,74,0
E008345,S2252,1,0.0631,0,0,1,0,0.0213,67,0
E008346,S2338,0,0.3111,0,0,1,0,0.0526,61,0
E008347,S3911,0,0.1081,0,0,1,0,0.0667,92,0
E008348,S3801,1,0.0363,0,0,1,0,0.0491,70,0
E008349,S4154,0,0.1022,1,1,1,0,0.0394,66,0
E008350,S0148,0,0.1032,1,0,0,6,0.6228,46,1
E008351,S1429,0,0.0329,1,0,1,0,0.156,49,0
E008352,S3919,1,0.0279,1,0,1,0,0.0525,92,0
E008353,S1614,1,0.3854,1,1,1,1,0.4071,80,0
E008354,S2821,0,0.4898,4,1,1,1,0.8018,45,1
E008355,S2142,0,0.0672,0,0,1,0,0.4098,69,0
E008356,S0895,0,0.0825,0,0,1,0,0.2407,56,0
E008357,S1003,1,0.2205,1,1,1,0,0.4928,71,1
E008358,S3524,1,0.0232,0,0,1,0,0.1755,78,0
E008359,S2619,0,0.3162,0,1,1,0,0.3269,33,0
E008360,S0675,1,0.3543,0,1,1,0,0.409,7,1
E008361,S1604,1,0.1193,0,0,1,0,0.0761,79,0
E008362,S1684,0,0.4194,3,0,0,1,0.534,41,1
E008363,S0333,1,0.1247,0,0,1,1,0.114,60,0
E008364,S3503,0,0.8704,4,1,1,0,0.7197,42,1
E008365,S0234,0,0.5046,1,1,0,2,0.24,19,1
E008366,S1530,0,0.1022,1,1,1,0,0.5531,58,0
E008367,S1079,1,0.0268,0,0,1,0,0.1189,88,0
E008368,S0057,0,0.0266,1,0,1,0,0.1009,84,0
E008369,S2374,1,0.0203,0,0,1,0,0.4054,78,0
E008370,S0437,1,0.1096,0,0,1,0,0.0619,72,0
E008371,S3565,1,0.428,1,0,0,1,0.4351,67,0
E008372,S0864,0,0.4158,6,1,0,1,0.8077,35,1
E008373,S1999,1,0.0679,0,0,1,0,0.158,75,0
E008374,S0241,1,0.0624,0,0,1,0,0.5281,100,0
E008375,S1464,0,0.3088,2,0,1,0,0.6824,80,0
E008376,S2022,1,0.0659,0,1,1,0,0.0143,86,0
E008377,S1998,1,0.0518,0,0,1,0,0.0762,78,1
E008378,S1642,0,0.1692,0,0,1,0,0.1408,83,0
E008379,S0676,1,0.1219,2,1,1,0,0.1293,100,0
E008380,S1651,1,0.1135,1,0,1,0,0.1839,70,0
E008381,S2084,1,0.0679,0,0,1,0,0.3737,68,0
E008382,S2411,1,0.0178,0,1,0,0,0.1921,86,0
E008383,S2610,0,0.1292,0,0,1,0,0.0853,52,0
E008384,S2027,1,0.1096,0,0,1,0,0.0264,93,0
E008385,S3325,0,0.1184,1,0,1,0,0.1079,80,0
E008386,S3387,0,0.607,1,1,0,1,0.6791,63,0
E008387,S2413,0,0.0834,1,0,1,0,0.0407,70,0
E008388,S1158,0,0.3642,0,0,1,1,0.2153,62,0
E008389,S0997,1,0.1768,0,0,1,0,0.1193,83,0
E008390,S1620,0,0.2593,1,0,0,2,0.5547,43,1
E008391,S0621,1,0.127,0,0,1,0,0.0566,78,0
E008392,S1366,1,0.117,0,0,1,0,0.0525,87,0
E008393,S4069,1,0.1068,1,1,1,0,0.1459,82,1
E008394,S0658,1,0.0247,0,1,1,0,0.0717,84,0
E008395,S3509,1,0.2387,0,1,1,0,0.7052,33,1
E008396,S1978,1,0.4186,2,0,0,1,0.6405,37,1
E008397,S2179,1,0.0808,0,1,1,0,0.1857,83,0
E008398,S0877,1,0.551,0,0,1,0,0.7747,50,0
E008399,S0022,1,0.4408,0,0,1,2,0.744,37,1
E008400,S1696,1,0.1859,0,1,1,0,0.0922,83,0
E008401,S3439,0,0.0349,1,0,0,0,0.0687,88,0
E008402,S1496,0,0.3806,0,0,1,0,0.204,86,1
E008403,S0626,1,0.0737,0,1,1,0,0.2465,68,0
E008404,S4012,1,0.4519,1,0,0,0,0.6814,0,1
E008405,S3778,1,0.1823,1,0,1,0,0.0774,81,0
E008406,S2231,0,0.1458,0,0,1,0,0.5505,75,0
E008407,S4155,0,0.1397,0,0,1,0,0.118,73,0
E008408,S3722,0,0.1302,0,0,1,0,0.2025,71,0
E008409,S3742,1,0.0312,0,0,1,1,0.0284,100,0
E008410,S0856,0,0.1551,1,1,1,0,0.3333,89,1
E008411,S3542,1,0.1402,0,0,1,0,0.0904,81,0
E008412,S0221,0,0.6715,3,1,1,2,0.5584,16,0
E008413,S1606,1,0.0624,0,1,1,0,0.0436,73,0
E008414,S0070,0,0.0112,0,0,1,0,0.1684,53,0
E008415,S0198,0,0.7582,6,1,0,2,0.6784,18,1
E008416,S3372,1,0.0994,0,0,1,0,0.0359,83,0
E008417,S3943,1,0.0707,0,0,1,0,0.0481,76,0
E008418,S0884,1,0.249,0,1,1,0,0.4621,40,1
E008419,S0936,1,0.0422,0,0,1,0,0.4905,86,0
E008420,S3291,1,0.1071,1,0,1,0,0.0233,80,0
E008421,S1957,0,0.067,0,0,1,0,0.0875,75,0
E008422,S0222,1,0.0762,0,0,1,0,0.0938,95,0
E008423,S1606,0,0.2859,0,0,1,1,0.237,78,1
E008424,S0261,0,0.8315,4,1,0,0,0.8217,20,1
E008425,S1943,1,0.0122,0,0,1,0,0.0723,68,0
E008426,S3192,0,0.0941,0,0,1,0,0.3624,72,0
E008427,S3085,1,0.6996,0,0,1,0,0.6402,39,1
E008428,S2845,1,0.1143,1,0,1,1,0.0842,90,0
E008429,S2874,1,0.095,0,0,1,0,0.026,77,0
E008430,S3692,1,0.1714,0,0,1,0,0.3493,83,0
E008431,S0794,0,0.2414,1,0,1,1,0.0702,79,0
E008432,S2382,1,0.4689,1,0,1,0,0.3615,78,1
E008433,S2383,0,0.0379,0,0,1,0,0.0921,80,0
E008434,S0960,1,0.0745,0,0,1,0,0.0337,90,0
E008435,S3466,1,0.4115,0,0,0,1,0.105,38,0
E008436,S3702,0,0.2344,0,1,1,0,0.1579,83,0
E008437,S0843,1,0.1629,0,0,0,0,0.3015,68,0
E008438,S1347,1,0.0459,0,1,1,0,0.1017,78,0
E008439,S0210,0,0.824,2,1,0,1,0.6508,25,1
E008440,S0035,1,0.0571,0,0,1,0,0.1379,69,0
E008441,S3934,0,0.888,0,0,0,0,0.7397,53,1
E008442,S0768,1,0.0402,2,0,0,0,0.0642,76,0
E008443,S2837,1,0.2127,0,1,1,1,0.2202,64,0
E008444,S0212,0,0.2746,0,0,1,5,0.4958,34,1
E008445,S2381,0,0.6819,3,1,0,1,0.618,51,1
E008446,S0519,1,0.0369,0,0,1,0,0.0548,75,0
E008447,S3449,0,0.458,0,0,1,0,0.5734,63,1
E008448,S0469,0,0.1602,1,1,0,0,0.1855,49,0
E008449,S3801,1,0.0151,0,1,1,1,0.1448,58,0
E008450,S0048,0,0.6427,0,1,1,1,0.4452,73,1
E008451,S4083,1,0.0489,0,0,1,1,0.0536,87,0
E008452,S3015,0,0.3428,5,1,0,2,0.4333,40,1
E008453,S0603,0,0.3117,1,1,0,0,0.3957,60,1
E008454,S0936,1,0.1584,0,0,1,0,0.1981,76,0
E008455,S3454,1,0.1804,0,0,1,0,0.0487,84,0
E008456,S1609,1,0.4094,0,0,0,1,0.4071,86,1
E008457,S1489,1,0.0783,0,0,1,0,0.0612,85,0
E008458,S0011,1,0.5942,1,0,1,2,0.596,46,1
E008459,S4060,1,0.0471,0,0,1,0,0.0593,79,0
E008460,S3667,1,0.0803,1,0,1,1,0.0437,68,0
E008461,S2867,0,0.0742,0,0,1,1,0.0502,89,1
E008462,S0428,0,0.0104,0,0,1,0,0.0971,75,0
E008463,S3623,1,0.1115,0,0,1,0,0.0785,74,0
E008464,S2963,1,0.0743,0,0,1,0,0.1145,80,0
E008465,S2977,1,0.0563,0,0,1,0,0.1871,77,0
E008466,S0084,0,0.5069,3,0,1,0,0.7964,31,1
E008467,S1356,0,0.1379,0,0,1,0,0.122,56,0
E008468,S0292,0,0.3226,1,1,1,3,0.1037,47,1
E008469,S2605,0,0.0758,0,0,1,0,0.1478,65,0
E008470,S0884,1,0.0821,0,0,1,0,0.0999,93,0
E008471,S1522,1,0.0786,1,0,1,0,0.0132,79,0
E008472,S0004,1,0.4525,1,0,0,4,0.2881,58,1
E008473,S3584,0,0.1469,0,1,1,0,0.1439,74,0
E008474,S0068,0,0.5182,1,0,1,4,0.2633,29,1
E008475,S2656,1,0.1347,0,0,1,0,0.0872,73,0
E008476,S1784,0,0.5252,4,0,0,2,0.5139,32,1
E008477,S2491,1,0.1317,2,1,1,0,0.1563,77,0
E008478,S0085,0,0.1792,1,0,1,4,0.2441,66,1
E008479,S0698,1,0.0998,0,0,1,0,0.1625,79,0
E008480,S1137,1,0.0603,0,0,1,1,0.482,77,0
E008481,S3376,1,0.0552,0,0,1,0,0.1359,72,0
E008482,S2356,0,0.7391,4,1,1,0,0.5891,31,1
E008483,S3230,1,0.1521,0,0,1,0,0.0962,69,0
E008484,S2637,0,0.0407,0,0,1,0,0.1073,99,0
E008485,S0111,1,0.2158,0,1,1,3,0.1479,42,0
E008486,S3090,0,0.2607,0,1,1,0,0.8426,38,1
E008487,S2329,1,0.067,0,0,1,0,0.7498,78,1
E008488,S0006,0,0.5891,0,0,0,0,0.3612,82,1
E008489,S1791,1,0.0839,0,0,1,0,0.1376,76,0
E008490,S0102,0,0.6388,2,0,0,1,0.3032,61,1
E008491,S0182,1,0.1566,0,0,1,0,0.2692,58,0
E008492,S0063,1,0.0926,0,1,1,0,0.059,59,0
E008493,S1595,1,0.1214,0,0,1,0,0.2967,79,0
E008494,S0208,0,0.3275,2,1,0,0,0.6727,53,1
E008495,S2720,0,0.6953,4,1,1,0,0.8084,48,1
E008496,S0975,0,0.4769,2,0,0,1,0.5274,47,0
E008497,S0002,0,0.1987,0,1,0,1,0.4475,65,0
E008498,S0444,0,0.5891,2,1,0,1,0.5173,35,1
E008499,S3168,1,0.0649,0,1,1,0,0.1459,70,0
E008500,S2372,1,0.1014,0,0,1,0,0.0979,89,0
E008501,S3738,1,0.0547,0,1,1,0,0.2416,67,1
E008502,S2910,0,0.623,4,1,1,0,0.5216,47,1
E008503,S1949,1,0.045,1,0,1,0,0.463,89,1
E008504,S3477,1,0.0741,0,1,1,0,0.4052,60,0
E008505,S2278,1,0.1706,0,0,1,0,0.0918,84,0
E008506,S4031,1,0.0225,0,0,1,0,0.5003,64,0
E008507,S1911,0,0.2767,0,0,1,0,0.1425,88,0
E008508,S2005,0,0.2278,1,0,1,0,0.3866,31,1
E008509,S2103,0,0.6746,3,1,1,0,0.7095,40,1
E008510,S1839,0,0.3867,0,1,0,0,0.267,60,0
E008511,S0918,0,0.7156,0,0,1,0,0.5514,63,1
E008512,S0148,0,0.3565,1,0,1,3,0.3572,45,0
E008513,S3441,1,0.1091,0,0,1,1,0.0659,85,0
E008514,S3274,1,0.1414,0,0,1,0,0.1547,62,0
E008515,S2232,0,0.5228,0,0,1,1,0.5007,48,1
E008516,S1926,0,0.3183,0,0,0,0,0.7243,95,0
E008517,S2744,1,0.0497,0,0,1,0,0.0537,64,0
E008518,S1765,0,0.4955,1,1,0,0,0.8256,47,1
E008519,S4171,1,0.1067,1,0,1,0,0.1003,78,0
E008520,S1328,1,0.0456,0,0,1,0,0.6019,84,0
E008521,S0339,0,0.2017,0,0,0,0,0.1544,94,0
E008522,S1727,0,0.2037,1,0,1,0,0.1648,70,1
E008523,S2039,1,0.0084,0,0,1,0,0.1804,53,0
E008524,S1623,0,0.0545,0,0,1,1,0.0967,60,0
E008525,S4114,0,0.0693,0,0,1,0,0.1743,74,0
E008526,S3104,1,0.1351,0,0,1,0,0.2003,84,0
E008527,S2015,0,0.5143,2,1,0,0,0.4695,53,1
E008528,S3522,1,0.0341,0,0,1,0,0.6656,89,0
E008529,S0109,0,0.3855,4,1,0,3,0.5775,29,1
E008530,S0229,0,0.2752,0,1,0,0,0.6121,56,1
E008531,S2148,1,0.0309,1,1,1,0,0.0278,64,0
E008532,S0592,0,0.1709,0,0,1,0,0.0625,51,0
E008533,S0280,0,0.6635,5,0,0,4,0.9275,0,1
E008534,S0061,1,0.0364,1,0,1,0,0.1932,84,0
E008535,S3327,1,0.0286,0,0,1,0,0.2542,87,0
E008536,S2314,1,0.0145,0,0,1,0,0.0336,84,0
E008537,S0247,1,0.4909,0,0,1,4,0.2263,17,1
E008538,S0937,1,0.5048,0,0,1,1,0.4792,41,0
E008539,S0181,0,0.8552,2,1,0,2,0.7887,37,1
E008540,S1544,1,0.4519,0,0,1,1,0.3274,61,0
E008541,S3736,1,0.1404,0,0,1,0,0.2225,93,0
E008542,S0090,0,0.0816,0,0,1,0,0.1056,77,0
E008543,S0131,0,0.545,1,0,1,4,0.5224,61,1
E008544,S1774,0,0.0632,0,0,1,0,0.0124,76,0
E008545,S0239,0,0.7371,1,1,0,5,0.7838,12,1
E008546,S1623,0,0.015,0,1,0,0,0.0131,76,1
E008547,S0045,1,0.3859,0,0,1,4,0.7146,40,1
E008548,S3392,1,0.4108,0,0,0,4,0.6266,43,0
E008549,S2973,0,0.1041,0,0,1,0,0.0808,83,0
E008550,S0517,1,0.1852,0,0,1,0,0.4863,71,0
E008551,S3556,1,0.1191,0,0,1,0,0.0549,67,0
E008552,S0858,1,0.0673,1,0,1,1,0.0343,78,0
E008553,S3477,1,0.0192,1,0,1,0,0.0607,74,0
E008554,S2724,1,0.0259,0,0,1,0,0.0232,92,0
E008555,S0200,1,0.5119,0,0,1,1,0.4069,23,1
E008556,S2183,1,0.0772,0,0,1,0,0.6065,76,0
E008557,S0376,1,0.0096,0,0,1,0,0.1349,64,0
E008558,S2796,1,0.0411,0,0,1,0,0.0503,97,0
E008559,S1778,0,0.1613,0,0,1,1,0.3522,65,1
